1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
298, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
299, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
300, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
301, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
302, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
303, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
304, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
305, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
306, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
307, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
308, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
309, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
310, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
311, swamp, minecraft:swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
312, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
313, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
314, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
315, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
316, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
317, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
318, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
319, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
320, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
321, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
322, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
323, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
324, swamp, minecraft:swamp, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
325, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
326, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
327, swamp, minecraft:swamp, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
328, swamp, minecraft:swamp, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
329, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
330, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
331, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
332, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
333, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
334, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
335, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 10, 1, 1
336, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
337, swamp, minecraft:mangrove_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
338, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
339, swamp, minecraft:mangrove_swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
340, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
341, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
342, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
343, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
344, swamp, minecraft:mangrove_swamp, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
345, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
346, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
347, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
348, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
349, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
350, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
351, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
352, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
353, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
354, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
355, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
356, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
357, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
358, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
359, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
360, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
361, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
362, swamp, minecraft:mangrove_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
363, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
364, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
365, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
366, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
367, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
368, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
369, swamp, minecraft:mangrove_swamp, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
370, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
371, swamp, minecraft:mangrove_swamp, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
372, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
373, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
374, swamp, minecraft:mangrove_swamp, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
375, swamp, minecraft:mangrove_swamp, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
376, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
377, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
378, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
379, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
380, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
381, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
382, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
383, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
384, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
385, forest, minecraft:forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
386, forest, minecraft:forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
387, forest, minecraft:forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
388, forest, minecraft:forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
389, forest, minecraft:forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
390, forest, minecraft:forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
391, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
392, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
393, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
394, forest, minecraft:forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
395, forest, minecraft:forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
396, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
397, forest, minecraft:forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
398, forest, minecraft:forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
399, forest, minecraft:forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
400, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
401, forest, minecraft:forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
402, forest, minecraft:forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
403, forest, minecraft:forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
404, forest, minecraft:forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
405, forest, minecraft:forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
406, forest, minecraft:forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
407, forest, minecraft:forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
408, forest, minecraft:forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
409, forest, minecraft:forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
410, forest, minecraft:forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
411, forest, minecraft:forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
412, forest, minecraft:forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
413, forest, minecraft:forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
414, forest, minecraft:forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
415, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
416, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 4, 4
417, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
418, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 4, 4
419, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
420, forest, minecraft:forest, CREATURE, hexerei:crow, 20, 2, 5
421, forest, minecraft:forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
422, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
423, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
424, forest, minecraft:forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
425, forest, minecraft:forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
426, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
427, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
428, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
429, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
430, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
431, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
432, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
433, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
434, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
435, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
436, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
437, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
438, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
439, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
440, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
441, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
442, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
443, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
444, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
445, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
446, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
447, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
448, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
449, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
450, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
451, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
452, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
453, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
454, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
455, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:flower_fields_enderman, 10, 1, 4
456, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
457, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
458, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
459, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
460, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
461, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
462, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
463, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
464, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
465, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
466, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
467, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
468, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
469, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
470, forest, minecraft:flower_forest, CREATURE, hexerei:crow, 20, 2, 5
471, forest, minecraft:flower_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
472, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
473, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
474, forest, minecraft:flower_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
475, forest, minecraft:flower_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
476, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
477, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
478, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
479, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
480, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
481, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
482, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
483, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
484, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
485, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
486, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
487, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
488, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
489, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
490, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
491, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
492, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
493, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
494, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
495, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
496, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
497, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
498, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
499, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
500, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
501, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
502, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
503, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
504, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
505, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
506, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
507, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
508, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
509, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
510, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
511, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
512, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
513, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
514, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
515, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
516, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
517, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 10, 4, 4
518, forest, minecraft:birch_forest, CREATURE, hexerei:crow, 20, 2, 5
519, forest, minecraft:birch_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
520, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
521, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
522, forest, minecraft:birch_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
523, forest, minecraft:birch_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
524, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
525, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
526, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
527, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
528, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
529, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
530, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
531, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
532, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
533, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
534, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
535, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
536, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
537, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
538, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
539, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
540, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
541, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
542, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
543, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
544, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
545, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
546, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
547, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
548, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
549, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
550, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
551, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
